/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
elt_dbt                  | [0m12:55:05  29 of 30 START test not_null_gold_rh_info_id_salarie ........................... [RUN]
elt_dbt                  | [0m12:55:05  29 of 30 PASS not_null_gold_rh_info_id_salarie ................................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:55:05  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  
elt_dbt                  | [0m12:55:05  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.82 seconds (0.82s).
elt_dbt                  | [0m12:55:05  
elt_dbt                  | [0m12:55:05  [32mCompleted successfully[0m
elt_dbt                  | [0m12:55:05  
elt_dbt                  | [0m12:55:05  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
slack_sender             | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
slack_sender             | (36981, datetime.date(2026, 2, 15), 'Natation', 15540, datetime.datetime(2026, 2, 16, 12, 55, 5, 805207, tzinfo=datetime.timezone.utc))
slack_sender             | (45221, datetime.date(2026, 2, 15), 'Randonnée', 17787, datetime.datetime(2026, 2, 16, 12, 55, 5, 805207, tzinfo=datetime.timezone.utc))
slack_sender             | Connexion fermée.
slack_sender             | row 0 : 36981
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Natation
slack_sender             | row 3 : 15540
slack_sender             | row 4 : 2026-02-16 12:55:05.805207+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 45221
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Randonnée
slack_sender             | row 3 : 17787
slack_sender             | row 4 : 2026-02-16 12:55:05.805207+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:55:07 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 49571: Rugby from 2026-01-13 07:16:24 to 2026-01-13 10:16:24 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-02-06 18:19:01 to 2026-02-06 21:19:01 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-01-03 14:42:17 to 2026-01-03 17:42:17 with distance 12641m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-15 03:50:05 to 2026-01-15 04:50:05 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-02-02 14:47:40 to 2026-02-02 17:47:40 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-01 06:58:58 to 2026-01-01 09:58:58 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-01-15 08:52:17 to 2026-01-15 10:52:17 with distance 2456m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-10 10:13:41 to 2026-01-10 13:13:41 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 53944: Natation from 2026-01-22 06:58:17 to 2026-01-22 07:58:17 with distance 1827m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 89943: Randonnée from 2026-02-03 06:17:03 to 2026-02-03 09:17:03 with distance 4881m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 29450: Randonnée from 2026-01-07 01:33:16 to 2026-01-07 03:33:16 with distance 13524m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-01-18 00:40:18 to 2026-01-18 02:40:18 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-01-27 17:01:48 to 2026-01-27 19:01:48 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-29 06:21:25 to 2026-01-29 07:21:25 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-01-31 10:07:56 to 2026-01-31 11:07:56 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-07 15:28:49 to 2026-02-07 18:28:49 with distance 14162m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 19260: Runing from 2026-01-25 16:23:10 to 2026-01-25 18:23:10 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 44927: Randonnée from 2026-01-02 04:55:36 to 2026-01-02 06:55:36 with distance 7752m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-02-12 01:59:52 to 2026-02-12 04:59:52 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 70933: Tennis from 2026-01-22 21:49:11 to 2026-01-23 00:49:11 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-02-13 16:50:12 to 2026-02-13 17:50:12 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-10 13:59:04 to 2026-01-10 16:59:04 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-05 09:39:34 to 2026-02-05 12:39:34 with distance 3616m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-02-11 01:14:32 to 2026-02-11 02:14:32 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-19 13:00:37 to 2026-01-19 16:00:37 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 17027: Tennis from 2026-01-17 20:29:47 to 2026-01-17 23:29:47 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 86948: Tennis from 2026-01-15 06:25:12 to 2026-01-15 08:25:12 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-03 09:05:46 to 2026-01-03 10:05:46 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-01-02 14:27:42 to 2026-01-02 15:27:42 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-01-22 10:24:19 to 2026-01-22 13:24:19 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 43124: Équitation from 2026-02-01 06:44:30 to 2026-02-01 08:44:30 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-02-11 10:11:57 to 2026-02-11 11:11:57 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 32690: Badminton from 2026-01-18 03:20:25 to 2026-01-18 05:20:25 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 19260: Runing from 2026-01-10 23:04:11 to 2026-01-11 01:04:11 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-12 13:43:35 to 2026-01-12 15:43:35 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-01-30 10:17:25 to 2026-01-30 13:17:25 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-02-03 04:44:02 to 2026-02-03 07:44:02 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-02-11 19:38:55 to 2026-02-11 20:38:55 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-22 11:35:23 to 2026-01-22 13:35:23 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-07 11:51:49 to 2026-01-07 13:51:49 with distance 3721m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-31 12:12:05 to 2026-01-31 15:12:05 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 76903: Basketball from 2026-01-05 16:19:27 to 2026-01-05 17:19:27 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 76341: Football from 2026-01-19 09:20:11 to 2026-01-19 10:20:11 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 34382: Équitation from 2026-01-02 08:54:22 to 2026-01-02 10:54:22 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-02-03 11:51:02 to 2026-02-03 12:51:02 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 49571: Rugby from 2026-01-12 03:49:27 to 2026-01-12 05:49:27 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 66386: Badminton from 2026-02-05 14:14:18 to 2026-02-05 17:14:18 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 34899: Football from 2026-02-14 16:23:27 to 2026-02-14 17:23:27 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-01-23 02:45:03 to 2026-01-23 03:45:03 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 57589: Runing from 2026-02-09 04:12:18 to 2026-02-09 07:12:18 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-02-09 00:06:08 to 2026-02-09 02:06:08 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-02-01 11:10:58 to 2026-02-01 12:10:58 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 17757: Badminton from 2026-01-14 13:47:44 to 2026-01-14 15:47:44 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-06 00:43:42 to 2026-01-06 03:43:42 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 27069: Runing from 2026-02-12 11:10:09 to 2026-02-12 12:10:09 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-14 10:13:40 to 2026-01-14 12:13:40 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 49571: Rugby from 2026-01-05 23:59:37 to 2026-01-06 00:59:37 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-02-12 19:06:16 to 2026-02-12 21:06:16 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-01-28 22:48:50 to 2026-01-29 01:48:50 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-02-09 20:23:09 to 2026-02-09 23:23:09 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-01-14 19:27:47 to 2026-01-14 22:27:47 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 45221: Randonnée from 2026-01-02 10:34:33 to 2026-01-02 13:34:33 with distance 16041m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-02-09 11:42:16 to 2026-02-09 14:42:16 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-22 15:14:08 to 2026-01-22 16:14:08 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-02-07 20:44:05 to 2026-02-07 21:44:05 with distance 8880m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-01 19:37:06 to 2026-01-01 20:37:06 with distance 9885m and comments 'Score: 4/10'
